Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,IncomeGroup,SpecialNotes,TableName,Unnamed: 5
Sri Lanka,LKA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18237.0,17932.0,22469.0,58129.0,35120.0,36784.0,42777.0,51667.0,71482.0,59220.0,61319.0,65195.0,59465.0,56658.0,32611.0,25331.0,23953.0,26997.0,32557.0,26257.0,,,,South Asia,Lower middle income,,Sri Lanka,
Lower middle income,LMC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40200000.0,37850000.0,35870000.0,34280000.0,33150000.0,32150000.0,31050000.0,29880000.0,28610000.0,27780000.0,26580000.0,25480000.0,24730000.0,24240000.0,23640000.0,23000000.0,22280000.0,21450000.0,20500000.0,19700000.0,18860000.0,18240000.0,17710000.0,17240000.0,,,"Lower middle income group aggregate. Lower-middle-income economies are those in which Atlas 2023 GNI per capita was between $1,146 and $4,515.",Lower middle income,
Lesotho,LSO,"Children out of school, primary, male",SE.PRM.UNER.MA,53740.0,,58410.0,57911.0,51029.0,,51007.0,50552.0,58347.0,59293.0,60489.0,61722.0,59010.0,62419.0,64655.0,64699.0,66881.0,64793.0,64084.0,65657.0,67690.0,66403.0,66384.0,70527.0,69365.0,71624.0,72480.0,,83520.0,87140.0,47425.0,43729.0,38674.0,34830.0,35225.0,33035.0,29360.0,31914.0,29779.0,30382.0,27402.0,25078.0,23731.0,22422.0,23630.0,23639.0,22439.0,19002.0,28559.0,36512.0,35029.0,46369.0,44681.0,48203.0,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,
Lithuania,LTU,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.0,,,,,42.0,,,,,,,,,,,,,,,,,,17.0,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Lithuania,
Luxembourg,LUX,"Children out of school, primary, male",SE.PRM.UNER.MA,,,1468.0,1727.0,1353.0,1579.0,1599.0,1574.0,1560.0,,,2731.0,2032.0,2115.0,2171.0,,2254.0,2790.0,2271.0,,,,,,,,,,,671.0,1010.0,590.0,515.0,823.0,792.0,514.0,522.0,614.0,659.0,,846.0,1055.0,421.0,600.0,580.0,550.0,580.0,709.0,424.0,268.0,320.0,320.0,109.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Luxembourg,
Latvia,LVA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,529.0,461.0,927.0,1222.0,1341.0,1424.0,1293.0,1187.0,981.0,949.0,1005.0,994.0,1104.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia,
"Macao SAR, China",MAC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,2488.0,,4182.0,,,,,,,2798.0,2456.0,2948.0,2073.0,2054.0,1804.0,1966.0,2240.0,1843.0,1547.0,1446.0,1276.0,956.0,1227.0,1057.0,808.0,875.0,550.0,,625.0,1361.0,2138.0,2866.0,4222.0,3504.0,East Asia & Pacific,High income,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China",
Morocco,MAR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,560023.0,539202.0,490877.0,458615.0,441596.0,422415.0,408349.0,433029.0,418762.0,391295.0,424014.0,462221.0,507273.0,548412.0,601260.0,604447.0,736351.0,735113.0,693918.0,643594.0,583100.0,528961.0,498442.0,552521.0,315438.0,278212.0,248838.0,223425.0,196576.0,204996.0,200130.0,189607.0,187248.0,198498.0,232822.0,160880.0,130547.0,138376.0,109892.0,122434.0,,118433.0,93279.0,64709.0,42275.0,,,,,Middle East & North Africa,Lower middle income,,Morocco,
Madagascar,MDG,"Children out of school, primary, male",SE.PRM.UNER.MA,,,192244.0,,,,,,,,,,,,,,,,,291671.0,310628.0,,,,,478615.0,452530.0,,,433572.0,432959.0,439492.0,451943.0,347193.0,,,,,,,,,,,,,,,,149406.0,105046.0,,,,Sub-Saharan Africa,Low income,,Madagascar,
Maldives,MDV,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.0,,1400.0,1219.0,,1145.0,,,,,,1922.0,,1865.0,1637.0,1743.0,2038.0,1574.0,,1664.0,1657.0,1474.0,1268.0,1080.0,,1721.0,2606.0,South Asia,Upper middle income,,Maldives,
Mexico,MEX,"Children out of school, primary, male",SE.PRM.UNER.MA,,916310.0,,,,,,,,,,,,,,,,,,,,,,,,,,57830.0,81091.0,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,Upper middle income,,Mexico,
Marshall Islands,MHL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.0,,,,,,,,,,,,,321.0,229.0,,,,172.0,143.0,127.0,,East Asia & Pacific,Upper middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,
North Macedonia,MKD,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.0,3116.0,,,,942.0,413.0,574.0,1660.0,892.0,2973.0,1680.0,,,1196.0,1933.0,2136.0,1365.0,,1917.0,2003.0,4642.0,4296.0,4648.0,1831.0,,Europe & Central Asia,Upper middle income,,North Macedonia,
Mali,MLI,"Children out of school, primary, male",SE.PRM.UNER.MA,,349829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,481327.0,,,438144.0,443783.0,473463.0,409871.0,411961.0,405910.0,,355155.0,365684.0,379383.0,435469.0,,536271.0,600028.0,594094.0,536900.0,704537.0,,,,,592177.0,Sub-Saharan Africa,Low income,,Mali,
Malta,MLT,"Children out of school, primary, male",SE.PRM.UNER.MA,,1131.0,376.0,601.0,616.0,662.0,431.0,694.0,544.0,687.0,1041.0,1356.0,1632.0,1589.0,1428.0,824.0,833.0,737.0,859.0,736.0,552.0,367.0,310.0,351.0,589.0,449.0,474.0,495.0,,,,,,,,,,,,,,,,,,,,120.0,41.0,249.0,460.0,719.0,1047.0,,Middle East & North Africa,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN.",Malta,
Myanmar,MMR,"Children out of school, primary, male",SE.PRM.UNER.MA,,682568.0,,535019.0,766645.0,,,,663415.0,,,,,,,,,,,,,,,,,,,,,,217252.0,198197.0,256970.0,192213.0,194950.0,174876.0,141000.0,,87235.0,77500.0,70664.0,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 	  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2014. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Myanmar,
Montenegro,MNE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,,316.0,765.0,976.0,896.0,,,,276.0,,,,134.0,,,,,,,,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,
Mongolia,MNG,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,20728.0,16957.0,22285.0,17460.0,14712.0,12650.0,10676.0,10240.0,15833.0,6310.0,10716.0,5690.0,5314.0,2530.0,2954.0,1823.0,2451.0,3951.0,5887.0,6636.0,6707.0,5740.0,7236.0,5785.0,7751.0,10161.0,11556.0,11786.0,11788.0,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia,
Mozambique,MOZ,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,350724.0,,,,,,386104.0,,430210.0,439101.0,320912.0,,315405.0,319092.0,425811.0,,416220.0,,410172.0,438897.0,452218.0,464520.0,490992.0,,,684393.0,647513.0,606740.0,545703.0,663284.0,,442830.0,358079.0,292696.0,187272.0,118658.0,102603.0,70685.0,124060.0,111766.0,75677.0,56795.0,19836.0,78356.0,137097.0,48876.0,,,,,,Sub-Saharan Africa,Low income,,Mozambique,
Mauritania,MRT,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,95967.0,85363.0,82438.0,,82981.0,88401.0,92609.0,89065.0,96537.0,93106.0,79554.0,84721.0,77497.0,74898.0,83433.0,81256.0,79863.0,82018.0,91948.0,89786.0,90461.0,,115725.0,107178.0,102921.0,121633.0,,,,,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new ouguiya = 10 old ouguiya),Mauritania,
Mauritius,MUS,"Children out of school, primary, male",SE.PRM.UNER.MA,,,11446.0,11793.0,12068.0,11704.0,11160.0,7001.0,6689.0,6936.0,5541.0,4284.0,1736.0,1986.0,3076.0,2608.0,6270.0,5855.0,6335.0,6385.0,7346.0,8798.0,,6516.0,5855.0,5744.0,4917.0,4399.0,1274.0,,,,,,1162.0,1127.0,1339.0,1763.0,1641.0,2315.0,2432.0,2651.0,4813.0,3825.0,3464.0,3180.0,3011.0,2561.0,1365.0,2153.0,1431.0,2833.0,,872.0,Sub-Saharan Africa,Upper middle income,,Mauritius,
Malawi,MWI,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24838.0,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income,,Malawi,
Malaysia,MYS,"Children out of school, primary, male",SE.PRM.UNER.MA,46283.0,48759.0,32713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112.0,94354.0,107930.0,76621.0,65545.0,127672.0,105213.0,86548.0,100645.0,86549.0,86564.0,69763.0,59244.0,67918.0,80944.0,71721.0,62666.0,48669.0,70119.0,61344.0,73212.0,85302.0,45522.0,East Asia & Pacific,Upper middle income,,Malaysia,
Namibia,NAM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,20534.0,20262.0,,13024.0,,,,,,15803.0,19935.0,20873.0,21436.0,20447.0,20473.0,23480.0,20595.0,22091.0,16169.0,14749.0,12525.0,10620.0,,4243.0,,,,,,,,,,,,Sub-Saharan Africa,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Namibia,
New Caledonia,NCL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,1063.0,800.0,814.0,1533.0,1546.0,1476.0,658.0,327.0,538.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income,,New Caledonia,
Niger,NER,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,371661.0,378059.0,,,,,,,,,,,,423984.0,,,485061.0,498941.0,510349.0,546208.0,,,,,600023.0,616749.0,619517.0,634521.0,618243.0,603480.0,589842.0,572635.0,603902.0,617995.0,634970.0,625561.0,599309.0,564293.0,518178.0,529923.0,483414.0,507022.0,493033.0,490981.0,456672.0,615165.0,662156.0,,759182.0,796959.0,809506.0,Sub-Saharan Africa,Low income,,Niger,
Nigeria,NGA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2878616.0,2680516.0,,,,3076233.0,3141676.0,3276269.0,2652443.0,3683185.0,3709492.0,3919005.0,,,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1970-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Nigeria,
Nicaragua,NIC,"Children out of school, primary, male",SE.PRM.UNER.MA,,97677.0,,104439.0,,,,,,,107727.0,,118683.0,121442.0,128432.0,123007.0,129943.0,126817.0,129205.0,136094.0,126368.0,116860.0,106909.0,104609.0,102265.0,112128.0,,,,81660.0,71684.0,57381.0,29173.0,,17876.0,14484.0,28961.0,30964.0,27179.0,,31821.0,,,,,,,,,,,,,41764.0,Latin America & Caribbean,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Nicaragua,
Netherlands,NLD,"Children out of school, primary, male",SE.PRM.UNER.MA,,64264.0,63406.0,64428.0,65210.0,65794.0,66058.0,66316.0,66190.0,65319.0,61842.0,61139.0,59929.0,60859.0,60976.0,62624.0,35525.0,36926.0,39056.0,40065.0,40850.0,41631.0,42910.0,46309.0,4486.0,4060.0,4482.0,5635.0,,,,,,,,,,,,,,,,,,,,1529.0,1913.0,1276.0,1587.0,1748.0,2975.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands,
Norway,NOR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,3676.0,3622.0,3014.0,3184.0,,3212.0,2805.0,,1646.0,1525.0,1077.0,1518.0,1696.0,1638.0,1791.0,1975.0,2030.0,2964.0,2837.0,2231.0,1965.0,33159.0,1762.0,1323.0,1693.0,1418.0,1573.0,1790.0,1831.0,2038.0,1944.0,1125.0,622.0,417.0,601.0,427.0,970.0,472.0,872.0,1151.0,1631.0,1480.0,1701.0,1952.0,2506.0,2326.0,2143.0,,Europe & Central Asia,High income,,Norway,
Nepal,NPL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,222765.0,220708.0,,,,176920.0,,,,,,,,,,,464919.0,392457.0,,,290594.0,252046.0,,,,,,,,,,,,,,,,,,,,South Asia,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 14). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Nepal,
Nauru,NRU,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,54.0,,82.0,,,,164.0,,131.0,52.0,East Asia & Pacific,High income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Nauru,
New Zealand,NZL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,135.0,,636.0,,,,,301.0,500.0,,,724.0,,,,,2659.0,3108.0,,1024.0,,250.0,476.0,,,,,,,,,,,,,,,,1322.0,1726.0,2205.0,2467.0,2561.0,2809.0,2145.0,2793.0,2884.0,5341.0,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand,
Oman,OMN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,47749.0,45013.0,39894.0,41479.0,,37612.0,37068.0,,36840.0,37176.0,38498.0,34639.0,37007.0,38311.0,38615.0,44502.0,46940.0,48772.0,49649.0,49056.0,44243.0,42324.0,40847.0,39367.0,39264.0,37783.0,36113.0,27278.0,26140.0,23080.0,19892.0,,,,,,721.0,,,3003.0,2211.0,3520.0,6704.0,8379.0,5689.0,2802.0,4410.0,17917.0,20146.0,21136.0,8531.0,Middle East & North Africa,High income,,Oman,
Pakistan,PAK,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233319.0,2988654.0,,South Asia,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Pakistan,
Panama,PAN,"Children out of school, primary, male",SE.PRM.UNER.MA,31613.0,22226.0,19631.0,17491.0,,16108.0,17342.0,,13587.0,15802.0,16469.0,17976.0,18940.0,20156.0,20001.0,19110.0,18495.0,18053.0,20791.0,19857.0,21128.0,,,,,,,,,12357.0,9877.0,6195.0,867.0,,,,,,,5300.0,4235.0,7846.0,9745.0,13680.0,19268.0,22702.0,,28925.0,,28743.0,25508.0,10076.0,9941.0,24005.0,Latin America & Caribbean,High income,,Panama,
Peru,PER,"Children out of school, primary, male",SE.PRM.UNER.MA,210104.0,,,,,,,,,,,119723.0,,,,,,,,,,,,175366.0,,271760.0,,,51735.0,29473.0,20326.0,10331.0,,29079.0,,,,,3146.0,1914.0,,,,,,,36674.0,75106.0,71776.0,32743.0,,,,,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Peru,
Philippines,PHL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,296315.0,,,,,319742.0,405053.0,480996.0,388632.0,,367198.0,307510.0,272720.0,199800.0,69264.0,,,,,,,,272538.0,589149.0,,621779.0,656069.0,684989.0,750669.0,741765.0,857855.0,899402.0,812895.0,621749.0,,,,,446232.0,472876.0,540690.0,569635.0,585771.0,502733.0,488853.0,821274.0,752911.0,730580.0,East Asia & Pacific,Lower middle income,,Philippines,
Palau,PLW,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,27.0,136.0,100.0,East Asia & Pacific,High income,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Palau,
Papua New Guinea,PNG,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,88372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64268.0,,,,,,,,East Asia & Pacific,Lower middle income,,Papua New Guinea,
Poland,POL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13964.0,19967.0,13538.0,13898.0,13052.0,14062.0,14576.0,17472.0,23724.0,28701.0,32488.0,31396.0,35091.0,37680.0,41683.0,45772.0,,,58388.0,60129.0,45584.0,12442.0,,,,Europe & Central Asia,High income,,Poland,
Puerto Rico,PRI,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14833.0,17306.0,12715.0,8695.0,7091.0,5164.0,9138.0,,6065.0,,,,,17200.0,Latin America & Caribbean,High income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Puerto Rico,
Portugal,PRT,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,59842.0,59639.0,,37360.0,28225.0,18143.0,,18323.0,16824.0,,,22743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088.0,4399.0,3989.0,3194.0,1213.0,,,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,
Paraguay,PRY,"Children out of school, primary, male",SE.PRM.UNER.MA,34187.0,,64125.0,,,41761.0,37818.0,34691.0,29776.0,26162.0,21078.0,18117.0,,17694.0,17980.0,16685.0,17915.0,14805.0,9425.0,4905.0,,,31530.0,,17288.0,,11325.0,,,,,,,5480.0,,,,5018.0,9434.0,14294.0,13181.0,14578.0,15694.0,,,,47725.0,,,,47559.0,47809.0,47069.0,48848.0,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1982-1988. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Paraguay,
West Bank and Gaza,PSE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19624.0,14525.0,16897.0,14925.0,15514.0,16438.0,21650.0,25279.0,28579.0,25428.0,23119.0,20081.0,20826.0,15410.0,17340.0,13152.0,13200.0,11556.0,6905.0,9124.0,11312.0,13933.0,19707.0,25046.0,24850.0,Middle East & North Africa,Lower middle income,National accounts data are provided in the US dollar.,West Bank and Gaza,
French Polynesia,PYF,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,1835.0,1814.0,1688.0,,,,716.0,1132.0,,,1394.0,,1197.0,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income,,French Polynesia,
Qatar,QAT,"Children out of school, primary, male",SE.PRM.UNER.MA,,2102.0,3548.0,4577.0,5353.0,,6090.0,5360.0,4819.0,4493.0,3854.0,3476.0,2676.0,2920.0,2423.0,2517.0,2599.0,2266.0,2052.0,1339.0,699.0,1272.0,1496.0,2487.0,2056.0,,,,,,2447.0,,5846.0,6623.0,4025.0,3464.0,4308.0,2685.0,,,,1889.0,353.0,2101.0,3544.0,2791.0,1134.0,,,1389.0,1765.0,11556.0,7582.0,,Middle East & North Africa,High income,,Qatar,
Romania,ROU,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,124335.0,85548.0,67462.0,52286.0,50044.0,,,2648.0,2162.0,6325.0,19738.0,24618.0,33460.0,28828.0,29570.0,14537.0,5331.0,9944.0,17308.0,26154.0,,,42280.0,48364.0,49945.0,44760.0,39314.0,41697.0,46951.0,81626.0,,Europe & Central Asia,High income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1987-1992. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Romania,
Russian Federation,RUS,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,184092.0,324134.0,,,,,,,,,,,170188.0,175306.0,130689.0,144423.0,,138754.0,95426.0,109157.0,100394.0,81178.0,82579.0,14016.0,,,59255.0,99271.0,127688.0,222166.0,Europe & Central Asia,High income,,Russian Federation,
Rwanda,RWA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,154371.0,161730.0,173711.0,,170002.0,167161.0,,,,,,,,,,,,,,,,,,,,,251046.0,,,74831.0,87460.0,,,,,,,,,,,,,13731.0,10775.0,11472.0,11421.0,,,,,Sub-Saharan Africa,Low income,,Rwanda,
Saudi Arabia,SAU,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,455823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313621.0,225175.0,,,130628.0,104745.0,64407.0,,,,,45499.0,60526.0,40075.0,,Middle East & North Africa,High income,,Saudi Arabia,
Sudan,SDN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934541.0,1186352.0,1193615.0,1250835.0,1283650.0,1311388.0,1203156.0,1048939.0,,,,,,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2018-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Sudan,
Senegal,SEN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,280163.0,276623.0,280902.0,284772.0,285752.0,285454.0,292180.0,299955.0,269263.0,,287269.0,,318364.0,,337686.0,,,,332546.0,307259.0,296510.0,307000.0,293353.0,,,254806.0,291752.0,291342.0,279169.0,270970.0,279203.0,292398.0,298324.0,305888.0,292355.0,315414.0,316871.0,327511.0,,,,386465.0,382882.0,432607.0,456317.0,466413.0,Sub-Saharan Africa,Lower middle income,,Senegal,
