Indicator Name,Indicator Code,Year,Value
Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,2007,19922279820000.0
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,2007,83.4951477050781
"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2007,0.0360571907531096
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,2007,275617000000.0
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,2007,14.2911039466729
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,2007,1165153000000.0
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,2007,47.0201227459256
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,2007,-775806000000.0
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,2007,-711000000000.0
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-736554000000.0
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,2007,523890000000.0
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,2007,24615000000.0
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2007,2371811000000.0
Cereal yield (kg per hectare),AG.YLD.CREL.KG,2007,6704.4
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2007,86.81
Land area (sq. km),AG.LND.TOTL.K2,2007,9161920.0
Forest area (sq. km),AG.LND.FRST.K2,2007,3071648.0
Arable land (% of land area),AG.LND.ARBL.ZS,2007,17.6588154011386
Agricultural land (sq. km),AG.LND.AGRI.K2,2007,4128576.0
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2007,5.65759652724517
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,2007,73.0769195556641
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2007,22.5217330858981
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2007,474737000000.0
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2007,1158820000000.0
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2007,1.1856630020193
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2007,31.8927874907233
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2007,3.73864793129764
Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2007,3.96254132636237
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,2007,81.5494247138
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,2007,24.1030335606544
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,2007,1.73254977807533
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,2007,21.6761833916041
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2007,4.1971732500186
ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,2007,12.8
Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,2007,97.0
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,2007,3.63
"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,2007,99.91
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,2007,3.63
"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,2007,99.98
"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,2007,3.65
"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,2007,100.0
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,2007,112928000000.0
"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,2007,27881000000.0
"International tourism, number of arrivals",ST.INT.ARVL,2007,175299000.0
Urban population growth (annual %),SP.URB.GROW,2007,1.16306776101756
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,2007,50.1670321830175
Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,2007,3543.2451171875
Age dependency ratio (% of working-age population),SP.POP.DPND,2007,47.7735820707482
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2007,2.0922435074498
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2007,12.310107950036
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2007,14.0225347065643
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2007,4.74319531947307
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2007,6.94629495514418
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2007,7.44658369730589
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2007,6.69355880538076
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2007,7.38552648402249
"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2007,68.8039357221336
"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2007,7.5581053046759
"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2007,6.75085051027425
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2007,20.6098626429763
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2007,6.90833239461549
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,2007,87.546887
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2007,80.6
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,2007,138.605
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2007,14.0
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,2007,35.1
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2007,0.0235385689358261
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2007,10.53
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2007,96.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,2007,12.2
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,2007,0.8
Number of under-five deaths,SH.DTH.MORT,2007,32308.0
Number of deaths ages 20-24 years,SH.DTH.2024,2007,20832.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,2007,8.7
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,2007,16.08333
"Secondary education, duration (years)",SE.SEC.DURS,2007,6.0
"Primary education, duration (years)",SE.PRM.DURS,2007,6.0
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,2007,98.5436859130859
Regulatory Quality: Estimate,RQ.EST,2007,1.49368762969971
Rule of Law: Percentile Rank,RL.PER.RNK,2007,91.8660278320312
Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,2007,0.239249795675278
Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2007,8.0
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2007,1.0
Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,2007,-100591000000.0
Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,2007,518022744000.0
Gross savings (% of GDP),NY.GNS.ICTR.ZS,2007,17.427948488859
"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,2007,61118.8011826099
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2007,54038.1900571145
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2007,14557597000000.0
GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,2007,14557597000000.0
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2007,16243894680635.8
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2007,1.07811498701399
GDP per capita (constant LCU),NY.GDP.PCAP.KN,2007,54152.8292651299
GDP per capita (current US$),NY.GDP.PCAP.CD,2007,48050.227412195
GDP (constant LCU),NY.GDP.MKTP.KN,2007,16312522122000.0
GDP (current LCU),NY.GDP.MKTP.CN,2007,14474228000000.0
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2007,2.70925848658695
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2007,4.77853200825538
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2007,-0.629235037364779
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,2007,13629299519890.2
Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,2007,17.2855614836541
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2007,0.572197345978749
Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,2007,15.4830919711513
Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2007,1.01531149159009
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,2007,73.9220562298729
"Services, value added (current LCU)",NV.SRV.TOTL.CN,2007,10699646961000.0
Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2007,49.3327725071964
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,2007,5.94317167192929
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,2007,97.5728149414062
Government Effectiveness: Estimate,GE.EST,2007,1.64327275753021
Expense (current LCU),GC.XPN.TOTL.CN,2007,3019996100000.0
Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,2007,11.6129615211619
Compensation of employees (% of expense),GC.XPN.COMP.ZS,2007,10.5762918038205
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,2007,1513031800000.0
Other taxes (current LCU),GC.TAX.OTHR.CN,2007,26471000000.0
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,2007,28793000000.0
Social contributions (% of revenue),GC.REV.SOCL.ZS,2007,35.0658229372815
Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,2007,-2.43871452073299
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,2007,2.56528223819605
Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,2007,-0.0071665307469247
Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,2007,206.35133732187
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,2007,3.64
Broad money growth (annual %),FM.LBL.BMNY.ZG,2007,11.7134893815654
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,2007,6.78343768794847
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,2007,11.030401230699
"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,2007,173.84
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,2007,454.68
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,2007,34.8279104758
Aquaculture production (metric tons),ER.FSH.AQUA.MT,2007,526045.0
Population in largest city,EN.URB.LCTY,2007,18197900.0
Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,2007,14.4514335903561
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,2007,13.7456
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,2007,0.2406
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2007,17.8405820205243
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,2007,0.156453
Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,2007,2164.0
Net migration,SM.POP.NETM,2007,1371353.0
Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2007,83855.0
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,4.622
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2007,4.499
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,2007,10.291
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2007,5.895
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,2007,7.308
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,2007,2.499
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,2007,11.554
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2007,45.1632907519167
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,2007,62.518
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2007,66.04
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,2007,80.996408232386
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,2007,55.074
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,2007,73.09
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,2007,54.037
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,2007,51.996
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,2007,123651.003101197
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,2007,90.6015182229397
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,2007,3.06641055729351
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,2007,69.763
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,2007,7.21964788355145
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2007,4.78488483124714
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,2007,49.54
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2007,1.57514740287353
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,2007,1.2
Income share held by lowest 20%,SI.DST.FRST.20,2007,5.3
Income share held by highest 20%,SI.DST.05TH.20,2007,46.0
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,2007,3838.67870283309
Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,2007,972.67462389
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2007,18.49819565
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2007,0.0
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2007,14.91832638
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2007,85.0
"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,2007,14.9
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,2007,-735933000000.0
Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2007,2.56323275566646
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,22.5575761277216
Gross capital formation (current LCU),NE.GDI.TOTL.CN,2007,3265035000000.0
Changes in inventories (current US$),NE.GDI.STKB.CD,2007,33950000000.0
Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,2007,3425417293000.0
Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2007,1736026931000.0
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,2007,16981481506000.0
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,2007,89.5691049960856
Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,2007,13530496015000.0
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",NE.CON.PRVT.PP.KD,2007,12263549538353.0
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,2007,10949905662000.0
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,2007,9746594000000.0
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,2007,1.5897379735236
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,2007,7956000000.0
Military expenditure (current USD),MS.MIL.XPND.CD,2007,589586000000.0
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,2007,4.01
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,2007,3.58
"Lead time to export, median case (days)",LP.EXP.DURS.MD,2007,3.6
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,52.5
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,44839390.0
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2007,2584940.0
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,2007,40.0
"Trademark applications, nonresident, by count",IP.TMK.NRCT,2007,88880.0
"Industrial design applications, resident, by count",IP.IDS.RSCT,2007,15481.0
Government Effectiveness: Standard Error,GE.STD.ERR,2007,0.219155386090279
Government Effectiveness: Number of Sources,GE.NO.SRC,2007,7.0
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,2007,20.8646436963685
Interest payments (% of expense),GC.XPN.INTP.ZS,2007,10.3881624217992
Goods and services expense (current LCU),GC.XPN.GSRV.CN,2007,282586600000.0
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,2007,56.007466715588
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,2007,0.979869459074376
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2007,1.76197980121137
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2007,65832100000.0
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,2007,2700425300000.0
Grants and other revenue (current LCU),GC.REV.GOTR.CN,2007,120057600000.0
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,2007,240953000000.0
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2007,8056344000000.0
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,2007,18.8447790741366
Lending interest rate (%),FR.INR.LEND,2007,8.05
Consumer price index (2010 = 100),FP.CPI.TOTL,2007,95.0869923788515
Broad money (current LCU),FM.LBL.BMNY.CN,2007,11503807526482.2
Net domestic credit (current LCU),FM.AST.DOMS.CN,2007,14263737153158.2
Total reserves in months of imports,FI.RES.TOTL.MO,2007,1.06599499526028
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,2007,59.3775158702738
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2007,16.1348474095103
"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,2007,27960969506.0
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,2007,4797440000.0
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2007,99.3
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2007,100.0
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,2007,0.8
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,2007,9.5
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2007,92.0
"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2007,96.4470419821365
"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,2007,95.7006382644347
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,2007,18.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2007,7.7
"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,2007,3.0
Number of deaths ages 5-9 years,SH.DTH.0509,2007,2620.0
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,2007,5.8
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,2007,4.24
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,2007,9.95833
Primary school starting age (years),SE.PRM.AGES,2007,6.0
External balance on goods and services (current US$),NE.RSB.GNFS.CD,2007,-735933000000.0
Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,2007,2406927005000.0
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2007,3450985491000.0
Gross capital formation (current US$),NE.GDI.TOTL.CD,2007,3265035000000.0
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,2007,22.3230143949646
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,2007,3231084000000.0
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2007,11.4637892950146
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2007,1659295000000.0
Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,2007,16981481506000.0
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,2007,82.5268608453591
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,2007,11945126000000.0
"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,2007,9746594000000.0
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2007,2.43091397544188
Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,2007,9746594000000.0
General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,2007,2579800729000.0
Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,2007,11.7882071142799
Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,2007,0.993045704127071
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,2007,4.11
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2007,4.07
Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,75.0
Fixed telephone subscriptions,IT.MLT.MAIN,2007,158418000.0
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,2007,76.2482120313
"Air transport, passengers carried",IS.AIR.PSGR,2007,744302310.0
"Patent applications, residents",IP.PAT.RESD,2007,241347.0
"Industrial design applications, nonresident, by count",IP.IDS.NRCT,2007,12271.0
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,2007,21786900000.0
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,2008,2.31138040637801
Voice and Accountability: Standard Error,VA.STD.ERR,2008,0.140368029475212
Voice and Accountability: Number of Sources,VA.NO.SRC,2008,14.0
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2008,28.4192806106129
Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,2008,85.6825382317
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2008,1.42367181041652
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2008,1.1810135506326
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2008,1287442000000.0
Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2008,17.9006950274676
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2008,2.28791264221868
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,2008,91.79716629
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,2008,32.3284069734793
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,2008,2.43001229989575
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,2008,14.2421984805033
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,2008,53.3101084081311
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,2008,65.5979358405901
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,2008,4.39689596912854
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,2008,1.07
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,2008,10.2110658593617
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2008,1.58
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,2008,5.78760298317342
"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2008,1.78
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,2008,4.77519300875361
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2008,23.405289771834
"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2008,117029000000.0
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2008,149094000000.0
Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,80.438
Rural population growth (annual %),SP.RUR.TOTL.ZG,2008,0.0856572616332229
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,2008,49.850301996424
"Population, total",SP.POP.TOTL,2008,304093966.0
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2008,29.4486308727533
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2008,2.53585686412017
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2008,2.67028121387029
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2008,10.7980788118912
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2008,3.51646326726139
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2008,6.0012402795284
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2008,7.65082856234607
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2008,7.00694853322103
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2008,7.27141417677165
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2008,67.6046849573474
"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2008,66.500974663872
"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2008,6.82536037027552
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2008,19.9086542295061
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2008,19.3338634285683
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2008,75.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2008,6.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2008,8.1
